,0
0,160.66089361944728
1,151.49178549893816
2,157.92788571512872
3,154.8938831981825
4,151.38479005664036
5,161.03429834881348
6,172.9038634417201
7,160.71074120203448
8,161.98366981839825
9,156.87575026848316
10,154.90392922936613
11,158.19923442309423
12,157.29448886127733
13,163.22268145437147
14,150.14299239828566
15,161.65433398888945
16,155.5843445306009
17,160.04512238395372
18,154.73973533611658
19,155.80025757431352
20,160.42109182450213
21,147.83830536704573
22,149.48553225425292
23,156.64572022924713
24,167.03078616381353
25,154.1072488278161
26,159.11554133677186
27,157.83851394370956
28,152.64965198066605
29,147.57406038693136
30,153.37926599766212
31,163.45458800738672
32,155.90422715535524
33,160.73539023117218
34,151.61108436399556
35,146.632789251025
36,151.63350252211816
37,161.20315155476052
38,166.74901678575065
39,166.9062601197292
40,160.91279727825184
41,157.82568863140835
42,162.44010822496398
43,167.83017754978644
44,152.34115633470685
45,158.34090341434853
46,163.8427788497446
47,163.86067310188932
48,151.79722240776536
49,159.4464106627766
50,166.8807715828298
51,155.63466577869258
52,154.273354471185
53,156.97016636054013
54,158.84692961110756
55,149.30587607528645
56,153.98972130501096
57,152.5137920193802
58,159.03937469126464
59,161.34704320134438
60,155.39633605330533
61,160.91974855889782
62,159.96284623887948
63,149.75649701066905
64,169.35071367126295
65,154.31456454310472
66,154.71372726373482
67,161.565655631139
68,153.83293845026907
69,162.9184689183005
70,161.78888429611808
71,159.87593227498843
72,155.42727104485948
73,155.63602589731457
74,153.29399463467072
75,164.22215352537404
76,161.323642863513
77,155.49912362483704
78,159.8511220446494
79,152.19801209018206
80,164.60339751145793
81,155.16306045452464
82,160.9322924373024
83,161.29955691526737
84,159.58636693815865
85,156.92689297302482
86,148.95820751568328
87,155.9126420791721
88,153.858759377616
89,160.73621817617706
90,169.33407863012278
91,145.53893747851635
92,160.07005347840249
93,160.29399564647096
94,154.69460883293584
95,154.60985002727313
96,160.39297566979596
97,156.2685223890616
98,159.84984644400308
99,159.93361556673085
100,162.16969489958504
101,154.41624248160812
102,154.74094442899403
103,155.2248343047389
104,161.76723352231377
105,158.37778482680676
106,155.60116249526706
107,164.52835729590436
108,158.08687336444467
109,155.31935937177468
110,155.53074499902965
111,156.64108251094385
112,160.1963709107801
113,165.22984920809333
114,158.24377400198082
115,169.24419205480686
116,161.1956069961252
117,152.84899300339015
118,157.46749298399288
119,151.71991651042524
120,159.92546474910083
121,158.2938549307767
122,149.55020472076677
123,159.04023119699798
124,161.79450262549133
125,158.20669639356387
126,155.44975938519
127,165.62202631705992
128,157.75097923595223
129,164.5220430766599
130,171.2864612787185
131,159.63786273951743
132,161.70626496514197
133,164.89412220794296
134,165.8589625040363
135,157.84615538839108
136,155.2400969468952
137,159.49215662144957
138,151.30467103030304
139,161.5943376796082
140,160.27961904798312
141,161.93382602439485
142,164.51325834374128
143,160.88468919697166
144,161.16890649452006
145,156.84499906305976
146,165.7188665642136
147,154.3103410629476
148,169.82671311349975
149,165.19553309632894
150,163.49028430163887
151,152.9234456990379
152,157.7589647250246
153,156.17818095677512
154,158.97428957741425
155,161.98002083785215
156,156.6231927832136
157,157.77402325051426
158,155.59469318854474
159,158.90346023078033
160,151.6720382157869
161,151.9715261079046
162,149.38240838602036
163,162.20532838062326
164,166.11925074051607
165,157.37080808831473
166,161.62025891990993
167,155.0265361256595
168,156.17427908267925
169,153.96176402374442
170,168.5159376306553
171,160.47001643923875
172,150.9750412946323
173,151.4385171113299
174,157.6300763951558
175,152.36203680392026
176,146.92014684737302
177,166.06220739421443
178,156.3260725260989
179,158.1506780003224
180,158.1183512583838
181,158.16217531630338
182,158.02183815697597
183,157.79949680066733
184,155.8901099998865
185,154.3195150705062
186,155.7953049317149
187,162.31894667888514
188,155.2933520936559
189,157.97470814688498
190,159.21204118983437
191,158.74708654947614
192,152.83443911742447
193,152.8034159439962
194,165.1182860131377
195,159.76812433352399
196,162.4796415357554
197,168.79269354687244
198,152.83522411721995
199,156.0546334855748
